id,title,authors,conference,year,official_page,pdf_link,matched_keywords,matched_axis,classification_reason
CVPR2024-0028,LED: A Large-scale Real-world Paired Dataset for Event Camera Denoising,Yuxing Duan,CVPR,2024,https://openaccess.thecvf.com/content/CVPR2024/html/Duan_LED_A_Large-scale_Real-world_Paired_Dataset_for_Event_Camera_Denoising_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Duan_LED_A_Large-scale_Real-world_Paired_Dataset_for_Event_Camera_Denoising_CVPR_2024_paper.pdf,event camera; event,Event Camera axis,Strict two-stage screening: title hit inspected via official CVF paper page. Final screening: B - Manual boundary check: event-camera denoising dataset and framework; LIF-neuron baseline is not enough to make the whole paper a core SNN x event-camera method.
CVPR2024-0094,EventDance: Unsupervised Source-free Cross-modal Adaptation for Event-based Object Recognition,Xu Zheng; Lin Wang,CVPR,2024,https://openaccess.thecvf.com/content/CVPR2024/html/Zheng_EventDance_Unsupervised_Source-free_Cross-modal_Adaptation_for_Event-based_Object_Recognition_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Zheng_EventDance_Unsupervised_Source-free_Cross-modal_Adaptation_for_Event-based_Object_Recognition_CVPR_2024_paper.pdf,event; event-based,Ambiguous,Strict two-stage screening: title hit inspected via official CVF paper page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-stream evidence; no clear SNN evidence found.
CVPR2024-0112,ExACT: Language-guided Conceptual Reasoning and Uncertainty Estimation for Event-based Action Recognition and More,Jiazhou Zhou; Xu Zheng; Yuanhuiyi Lyu; Lin Wang,CVPR,2024,https://openaccess.thecvf.com/content/CVPR2024/html/Zhou_ExACT_Language-guided_Conceptual_Reasoning_and_Uncertainty_Estimation_for_Event-based_Action_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhou_ExACT_Language-guided_Conceptual_Reasoning_and_Uncertainty_Estimation_for_Event-based_Action_CVPR_2024_paper.pdf,event; event-based,Ambiguous,Strict two-stage screening: title hit inspected via official CVF paper page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-stream evidence; no clear SNN evidence found.
CVPR2024-0453,3D Feature Tracking via Event Camera,Siqi Li; Zhikuan Zhou; Zhou Xue; Yipeng Li; Shaoyi Du; Yue Gao,CVPR,2024,https://openaccess.thecvf.com/content/CVPR2024/html/Li_3D_Feature_Tracking_via_Event_Camera_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_3D_Feature_Tracking_via_Event_Camera_CVPR_2024_paper.pdf,event camera; event,Event Camera axis,Strict two-stage screening: title hit inspected via official CVF paper page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-stream evidence; no clear SNN evidence found.
CVPR2024-0529,Event Stream-based Visual Object Tracking: A High-Resolution Benchmark Dataset and A Novel Baseline,Xiao Wang; Shiao Wang; Chuanming Tang; Lin Zhu; Bo Jiang; Yonghong Tian; Jin Tang,CVPR,2024,https://openaccess.thecvf.com/content/CVPR2024/html/Wang_Event_Stream-based_Visual_Object_Tracking_A_High-Resolution_Benchmark_Dataset_and_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_Event_Stream-based_Visual_Object_Tracking_A_High-Resolution_Benchmark_Dataset_and_CVPR_2024_paper.pdf,event stream; event,Event Camera axis,Strict two-stage screening: title hit inspected via official CVF paper page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-stream evidence; no clear SNN evidence found.
CVPR2024-0588,EventEgo3D: 3D Human Motion Capture from Egocentric Event Streams,Christen Millerdurai; Hiroyasu Akada; Jian Wang; Diogo Luvizon; Christian Theobalt; Vladislav Golyanik,CVPR,2024,https://openaccess.thecvf.com/content/CVPR2024/html/Millerdurai_EventEgo3D_3D_Human_Motion_Capture_from_Egocentric_Event_Streams_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Millerdurai_EventEgo3D_3D_Human_Motion_Capture_from_Egocentric_Event_Streams_CVPR_2024_paper.pdf,event streams; event,Event Camera axis,Strict two-stage screening: title hit inspected via official CVF paper page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-stream evidence; no clear SNN evidence found.
CVPR2024-0727,Boosting Spike Camera Image Reconstruction from a Perspective of Dealing with Spike Fluctuations,Rui Zhao; Ruiqin Xiong; Jing Zhao; Jian Zhang; Xiaopeng Fan; Zhaofei Yu; Tiejun Huang,CVPR,2024,https://openaccess.thecvf.com/content/CVPR2024/html/Zhao_Boosting_Spike_Camera_Image_Reconstruction_from_a_Perspective_of_Dealing_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhao_Boosting_Spike_Camera_Image_Reconstruction_from_a_Perspective_of_Dealing_CVPR_2024_paper.pdf,spike; spike camera,Ambiguous,Strict two-stage screening: title hit inspected via official CVF paper page. Final screening: D - Official abstract/page mentions spike camera but not event camera/DVS or SNN.
CVPR2024-0876,eTraM: Event-based Traffic Monitoring Dataset,Aayush Atul Verma; Bharatesh Chakravarthi; Arpitsinh Vaghela; Hua Wei; Yezhou Yang,CVPR,2024,https://openaccess.thecvf.com/content/CVPR2024/html/Verma_eTraM_Event-based_Traffic_Monitoring_Dataset_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Verma_eTraM_Event-based_Traffic_Monitoring_Dataset_CVPR_2024_paper.pdf,event; event-based,Ambiguous,Strict two-stage screening: title hit inspected via official CVF paper page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-stream evidence; no clear SNN evidence found.
CVPR2024-0885,Bring Event into RGB and LiDAR: Hierarchical Visual-Motion Fusion for Scene Flow,Hanyu Zhou; Yi Chang; Zhiwei Shi,CVPR,2024,https://openaccess.thecvf.com/content/CVPR2024/html/Zhou_Bring_Event_into_RGB_and_LiDAR_Hierarchical_Visual-Motion_Fusion_for_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhou_Bring_Event_into_RGB_and_LiDAR_Hierarchical_Visual-Motion_Fusion_for_CVPR_2024_paper.pdf,event,Ambiguous,Strict two-stage screening: title hit inspected via official CVF paper page. Final screening: E - Official abstract/page does not confirm event-camera/DVS/visual-event-stream evidence or SNN/spiking neural computation.
CVPR2024-0940,Seeing Motion at Nighttime with an Event Camera,Haoyue Liu; Shihan Peng; Lin Zhu; Yi Chang; Hanyu Zhou; Luxin Yan,CVPR,2024,https://openaccess.thecvf.com/content/CVPR2024/html/Liu_Seeing_Motion_at_Nighttime_with_an_Event_Camera_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_Seeing_Motion_at_Nighttime_with_an_Event_Camera_CVPR_2024_paper.pdf,event camera; event,Event Camera axis,Strict two-stage screening: title hit inspected via official CVF paper page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-stream evidence; no clear SNN evidence found.
