id,title,authors,conference,year,official_page,pdf_link,matched_keywords,matched_axis,classification_reason
ICLR2026-0022,Asynchronous Matching with Dynamic Sampling for Multimodal Dataset Distillation,"Ding Qi, Jian Li, Shuguang Dou, Zifan Song, Junyao Gao, Yabiao Wang, Chengjie Wang, Cai Zhao",ICLR,2026,https://proceedings.iclr.cc/paper_files/paper/2026/hash/01830c92c6558179fa6d7fb1edff692c-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/file/01830c92c6558179fa6d7fb1edff692c-Paper-Conference.pdf,asynchronous,Ambiguous,Complete official title and abstract reviewed manually; retrieval provenance X.
ICLR2026-0171,Ringleader ASGD: The First Asynchronous SGD with Optimal Time Complexity under Data Heterogeneity,"Artavazd Maranjyan, Peter Richtarik",ICLR,2026,https://proceedings.iclr.cc/paper_files/paper/2026/hash/08d70284b013c03ba89cd2b642bc864b-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/file/08d70284b013c03ba89cd2b642bc864b-Paper-Conference.pdf,asynchronous,Ambiguous,Complete official title and abstract reviewed manually; retrieval provenance X.
ICLR2026-0214,Advancing Spatiotemporal Representations in Spiking Neural Networks via Parametric Invertible Transformation,"Yinsong Yan, Yujie Wu, Jibin Wu",ICLR,2026,https://proceedings.iclr.cc/paper_files/paper/2026/hash/0ac46bb0a72a7afe311d9b48b5088df8-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/file/0ac46bb0a72a7afe311d9b48b5088df8-Paper-Conference.pdf,spiking neural networks; spiking,SNN axis,Complete official title and abstract reviewed manually; retrieval provenance C.
ICLR2026-0228,EVEREST: A Transformer for Probabilistic Rare-Event Anomaly Detection with Evidential and Tail-Aware Uncertainty,"Antanas Žilinskas, Robert Shorten, Jakub Marecek",ICLR,2026,https://proceedings.iclr.cc/paper_files/paper/2026/hash/0b6566f471cd601cbfc895962623124e-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/file/0b6566f471cd601cbfc895962623124e-Paper-Conference.pdf,event,Ambiguous,Complete official title and abstract reviewed manually; retrieval provenance X.
ICLR2026-0311,Asynchronous Policy Gradient Aggregation for Efficient Distributed Reinforcement Learning,"Alexander Tyurin, Andrei Spiridonov, Varvara Rudenko",ICLR,2026,https://proceedings.iclr.cc/paper_files/paper/2026/hash/0f580c1ace3b857a390575ca42de7938-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/file/0f580c1ace3b857a390575ca42de7938-Paper-Conference.pdf,asynchronous,Ambiguous,Complete official title and abstract reviewed manually; retrieval provenance X.
ICLR2026-0392,SpikeStereoNet: A Brain-Inspired Framework for Stereo Depth Estimation from Spike Streams,"Zhuoheng Gao, Yihao Li, Jiyao Zhang, Rui Zhao, Tong Wu, Hao Tang, Zhaofei Yu, Hao Dong, Guozhang Chen, Tiejun Huang",ICLR,2026,https://proceedings.iclr.cc/paper_files/paper/2026/hash/136a45cd9b841bf785625709a19c6508-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/file/136a45cd9b841bf785625709a19c6508-Paper-Conference.pdf,spike,Ambiguous,Complete official title and abstract reviewed manually; retrieval provenance X.
ICLR2026-0558,TEN-DM: Topology-Enhanced Diffusion Model for Spatio-Temporal Event Prediction,"Yuxin Liu, Kaiming Wang, Chenguang Yang, Yulia Gel, Yuzhou Chen",ICLR,2026,https://proceedings.iclr.cc/paper_files/paper/2026/hash/1b6811b37b0d9fd49a8fefd288810a94-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/file/1b6811b37b0d9fd49a8fefd288810a94-Paper-Conference.pdf,event,Ambiguous,Complete official title and abstract reviewed manually; retrieval provenance X.
ICLR2026-0603,Breaking Gradient Temporal Collinearity for Robust Spiking Neural Networks,"Desong Zhang, Jia Hu, Geyong Min",ICLR,2026,https://proceedings.iclr.cc/paper_files/paper/2026/hash/1e282939ceea7962697a0b8eeecf0960-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/file/1e282939ceea7962697a0b8eeecf0960-Paper-Conference.pdf,spiking neural networks; spiking,SNN axis,Complete official title and abstract reviewed manually; retrieval provenance C.
ICLR2026-0674,"Pretraining with Re-parametrized Self-Attention: Unlocking Generalizationin SNN-Based Neural Decoding Across Time, Brains, and Tasks","Yuqi Yang, Tengjun Liu, Haiyan Zhang, Wang Ruixue, Xuchao Chen, Mingkang Li, Yansong Chua, Nenggan Zheng, Shaomin Zhang",ICLR,2026,https://proceedings.iclr.cc/paper_files/paper/2026/hash/21912f7057935149fa58408ee8cb460e-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/file/21912f7057935149fa58408ee8cb460e-Paper-Conference.pdf,SNN,SNN axis,Complete official title and abstract reviewed manually; retrieval provenance X.
ICLR2026-0694,Robust Spiking Neural Networks Against Adversarial Attacks,"Shuai Wang, Malu Zhang, Yulin Jiang, Dehao Zhang, Ammar Belatreche, Yu Liang, Yimeng Shan, Zijian Zhou, Yang, Haizhou Li",ICLR,2026,https://proceedings.iclr.cc/paper_files/paper/2026/hash/226a7922f708db0fb992dd62f75dd228-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/file/226a7922f708db0fb992dd62f75dd228-Paper-Conference.pdf,spiking neural networks; spiking,SNN axis,Complete official title and abstract reviewed manually; retrieval provenance C.
ICLR2026-0741,SpikePingpong: Spike Vision-based Fast-Slow Pingpong Robot System,"Hao Wang, Chengkai Hou, Xianglong Li, Yankai Fu, Chenxuan Li, Ning Chen, Gaole Dai, Jiaming Liu, Tiejun Huang, Shanghang Zhang",ICLR,2026,https://proceedings.iclr.cc/paper_files/paper/2026/hash/24c3db3f35c770e07b2e95a3629f04d8-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/file/24c3db3f35c770e07b2e95a3629f04d8-Paper-Conference.pdf,spike,Ambiguous,Complete official title and abstract reviewed manually; retrieval provenance X.
ICLR2026-0763,A Unified Total Variation Framework for Membrane Potential Perturbation Dynamic,"Zhao-Rong Lai, Xiwen Yuan, Ziliang Chen, Liangda Fang, Yongsen Zheng",ICLR,2026,https://proceedings.iclr.cc/paper_files/paper/2026/hash/25c5133ad2ab138f448b71b3c7345ec3-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/file/25c5133ad2ab138f448b71b3c7345ec3-Paper-Conference.pdf,membrane,SNN axis,Complete official title and abstract reviewed manually; retrieval provenance C.
ICLR2026-0792,3DSMT: A Hybrid Spiking Mamba-Transformer for Point Cloud Analysis,"zhiming Zhou, Yong He, Qiaoyun Wu, Chaoxu Mu, Ajmal Mian",ICLR,2026,https://proceedings.iclr.cc/paper_files/paper/2026/hash/27c8b849acba6793f0b73f7ee7ea7397-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/file/27c8b849acba6793f0b73f7ee7ea7397-Paper-Conference.pdf,spiking,Ambiguous,Complete official title and abstract reviewed manually; retrieval provenance C.
ICLR2026-0873,AsyncBEV: Cross-modal flow alignment in Asynchronous 3D Object Detection,"Shiming Wang, Holger Caesar, Liangliang Nan, Julian Kooij",ICLR,2026,https://proceedings.iclr.cc/paper_files/paper/2026/hash/2b31e6fdd87368cb1e838219deb153d3-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/file/2b31e6fdd87368cb1e838219deb153d3-Paper-Conference.pdf,asynchronous,Ambiguous,Complete official title and abstract reviewed manually; retrieval provenance X.
