id,title,authors,conference,year,official_page,pdf_link,matched_keywords,matched_axis,classification_reason
ICLR2024-0193,A Progressive Training Framework for Spiking Neural Networks with Learnable Multi-hierarchical Model,"Zecheng Hao, Xinyu Shi, Zihan Huang, Tong Bu, Zhaofei Yu, Tiejun Huang",ICLR,2024,https://proceedings.iclr.cc/paper_files/paper/2024/hash/148865706acbd18627d3fc15cc3f3b93-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/file/148865706acbd18627d3fc15cc3f3b93-Paper-Conference.pdf,spiking neural networks; spiking,SNN axis,Strict two-stage screening: title hit inspected via official ICLR paper page. Final screening: C - Official abstract/page strictly confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICLR2024-0249,EventRPG: Event Data Augmentation with Relevance Propagation Guidance,"Mingyuan Sun, Donghao Zhang, Zongyuan Ge, Jiaxu Wang, Jia Li, Zheng Fang, Renjing Xu",ICLR,2024,https://proceedings.iclr.cc/paper_files/paper/2024/hash/19dbb86f771ddbf9986cf0c9b1c61c17-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/file/19dbb86f771ddbf9986cf0c9b1c61c17-Paper-Conference.pdf,event; event data,Ambiguous,Strict two-stage screening: title hit inspected via official ICLR paper page. Final screening: A - Official abstract/page strictly confirms both event-camera/DVS/visual-event-stream evidence and SNN/spiking neural computation.
ICLR2024-0272,TAB: Temporal Accumulated Batch Normalization in Spiking Neural Networks,"Haiyan Jiang, Vincent Zoonekynd, Giulia De Masi, Bin Gu, Huan Xiong",ICLR,2024,https://proceedings.iclr.cc/paper_files/paper/2024/hash/1bd8cfc0e4c53869b7f1d0ed4b1e78e1-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/file/1bd8cfc0e4c53869b7f1d0ed4b1e78e1-Paper-Conference.pdf,spiking neural networks; spiking,SNN axis,Strict two-stage screening: title hit inspected via official ICLR paper page. Final screening: C - Manual boundary check: generic SNN batch-normalization/training method; event-camera evidence appears mainly as DVS benchmark usage.
ICLR2024-0476,LMUFormer: Low Complexity Yet Powerful Spiking Model With Legendre Memory Units,"Zeyu Liu, Gourav Datta, Anni Li, Peter Beerel",ICLR,2024,https://proceedings.iclr.cc/paper_files/paper/2024/hash/3353b22e6b85a76d45d6b01aa4328be5-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/file/3353b22e6b85a76d45d6b01aa4328be5-Paper-Conference.pdf,spiking,Ambiguous,Strict two-stage screening: title hit inspected via official ICLR paper page. Final screening: C - Official abstract/page strictly confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICLR2024-0646,Tackling the Data Heterogeneity in Asynchronous Federated Learning with Cached Update Calibration,"Yujia Wang, Yuanpu Cao, Jingcheng Wu, Ruoyu Chen, Jinghui Chen",ICLR,2024,https://proceedings.iclr.cc/paper_files/paper/2024/hash/464c70add1e8119c4301de4e1dde17b4-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/file/464c70add1e8119c4301de4e1dde17b4-Paper-Conference.pdf,asynchronous,Ambiguous,Strict two-stage screening: title hit inspected via official ICLR paper page. Final screening: E - Official abstract/page does not confirm event-camera/DVS/visual-event-stream evidence or SNN/spiking neural computation.
ICLR2024-0651,Hebbian Learning based Orthogonal Projection for Continual Learning of Spiking Neural Networks,"Mingqing Xiao, Qingyan Meng, Zongpeng Zhang, Di He, Zhouchen Lin",ICLR,2024,https://proceedings.iclr.cc/paper_files/paper/2024/hash/46b1be2b90c6addc84efdf5d7e90eebc-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/file/46b1be2b90c6addc84efdf5d7e90eebc-Paper-Conference.pdf,spiking neural networks; spiking,SNN axis,Strict two-stage screening: title hit inspected via official ICLR paper page. Final screening: C - Official abstract/page strictly confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICLR2024-0718,Learning Delays in Spiking Neural Networks using Dilated Convolutions with Learnable Spacings,"Ilyass Hammouamri, Ismail Khalfaoui Hassani, Timothée Masquelier",ICLR,2024,https://proceedings.iclr.cc/paper_files/paper/2024/hash/4df1cc5a7528b7197ad8ae76ff30107a-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/file/4df1cc5a7528b7197ad8ae76ff30107a-Paper-Conference.pdf,spiking neural networks; spiking,SNN axis,Strict two-stage screening: title hit inspected via official ICLR paper page. Final screening: C - Official abstract/page strictly confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICLR2024-0723,Sparse Spiking Neural Network: Exploiting Heterogeneity in Timescales for Pruning Recurrent SNN,"Biswadeep Chakraborty, Beomseok Kang, Harshit Kumar, Saibal Mukhopadhyay",ICLR,2024,https://proceedings.iclr.cc/paper_files/paper/2024/hash/4e5f5e4504759e3957e3eef2a44a535e-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/file/4e5f5e4504759e3957e3eef2a44a535e-Paper-Conference.pdf,spiking neural network; SNN; spiking,SNN axis,Strict two-stage screening: title hit inspected via official ICLR paper page. Final screening: C - Official abstract/page strictly confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICLR2024-0730,Adaptive deep spiking neural network with global-local learning via balanced excitatory and inhibitory mechanism,"Tingting Jiang, Qi Xu, Xuming Ran, Jiangrong Shen, Pan Lv, Qiang Zhang, Gang Pan",ICLR,2024,https://proceedings.iclr.cc/paper_files/paper/2024/hash/4ec43957eda1126ad4887995d05fae3b-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/file/4ec43957eda1126ad4887995d05fae3b-Paper-Conference.pdf,spiking neural network; spiking,SNN axis,Strict two-stage screening: title hit inspected via official ICLR paper page. Final screening: C - Manual boundary check: generic SNN learning method; event-camera evidence appears mainly as DVS-CIFAR10 benchmark usage.
ICLR2024-1097,SpikePoint: An Efficient Point-based Spiking Neural Network for Event Cameras Action Recognition,"Hongwei Ren, Yue ZHOU, Xiaopeng LIN, Yulong Huang, Haotian FU, Jie Song, Bojun Cheng",ICLR,2024,https://proceedings.iclr.cc/paper_files/paper/2024/hash/75f1a165c7561e028c41d42fa6286a76-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2024/file/75f1a165c7561e028c41d42fa6286a76-Paper-Conference.pdf,event cameras; spiking neural network; event; spiking,Both axes,Strict two-stage screening: title hit inspected via official ICLR paper page. Final screening: A - Official abstract/page strictly confirms both event-camera/DVS/visual-event-stream evidence and SNN/spiking neural computation.
