id,title,authors,conference,year,official_page,pdf_link,status_or_award,source_url
ICML2025-0001,Aggregation of Dependent Expert Distributions in Multimodal Variational Autoencoders,"Rogelio A. Mancisidor, Robert Jenssen, Shujian Yu, Michael Kampffmeyer",ICML,2025,https://proceedings.mlr.press/v267/a-mancisidor25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/a-mancisidor25a/a-mancisidor25a.pdf,Main proceedings,https://proceedings.mlr.press/v267/
ICML2025-0002,Lightweight Protocols for Distributed Private Quantile Estimation,"Anders Aamand, Fabrizio Boninsegna, Abigail Gentle, Jacob Imola, Rasmus Pagh",ICML,2025,https://proceedings.mlr.press/v267/aamand25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/aamand25a/aamand25a.pdf,Main proceedings,https://proceedings.mlr.press/v267/
ICML2025-0003,Breaking the $n^1.5$ Additive Error Barrier for Private and Efficient Graph Sparsification via Private Expander Decomposition,"Anders Aamand, Justin Y. Chen, Mina Dalirrooyfard, Slobodan Mitrović, Yuriy Nevmyvaka, Sandeep Silwal, Yinzhan Xu",ICML,2025,https://proceedings.mlr.press/v267/aamand25b.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/aamand25b/aamand25b.pdf,Main proceedings,https://proceedings.mlr.press/v267/
ICML2025-0004,Improved Approximations for Hard Graph Problems using Predictions,"Anders Aamand, Justin Y. Chen, Siddharth Gollapudi, Sandeep Silwal, Hao Wu",ICML,2025,https://proceedings.mlr.press/v267/aamand25c.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/aamand25c/aamand25c.pdf,Main proceedings,https://proceedings.mlr.press/v267/
ICML2025-0005,Graph Neural Network Generalization With Gaussian Mixture Model Based Augmentation,"Yassine Abbahaddou, Fragkiskos D. Malliaros, Johannes F. Lutzeyer, Amine M. Aboussalah, Michalis Vazirgiannis",ICML,2025,https://proceedings.mlr.press/v267/abbahaddou25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/abbahaddou25a/abbahaddou25a.pdf,Main proceedings,https://proceedings.mlr.press/v267/
ICML2025-0006,LMRL Gym: Benchmarks for Multi-Turn Reinforcement Learning with Language Models,"Marwa Abdulhai, Isadora White, Charlie Victor Snell, Charles Sun, Joey Hong, Yuexiang Zhai, Kelvin Xu, Sergey Levine",ICML,2025,https://proceedings.mlr.press/v267/abdulhai25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/abdulhai25a/abdulhai25a.pdf,Main proceedings,https://proceedings.mlr.press/v267/
ICML2025-0007,Task Generalization with Autoregressive Compositional Structure: Can Learning from $D$ Tasks Generalize to $D^T$ Tasks?,"Amirhesam Abedsoltan, Huaqing Zhang, Kaiyue Wen, Hongzhou Lin, Jingzhao Zhang, Mikhail Belkin",ICML,2025,https://proceedings.mlr.press/v267/abedsoltan25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/abedsoltan25a/abedsoltan25a.pdf,Main proceedings,https://proceedings.mlr.press/v267/
ICML2025-0008,Consensus Is All You Get: The Role of Attention in Transformers,"Álvaro Rodrı́guez Abella, João Pedro Silvestre, Paulo Tabuada",ICML,2025,https://proceedings.mlr.press/v267/abella25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/abella25a/abella25a.pdf,Main proceedings,https://proceedings.mlr.press/v267/
ICML2025-0009,Soup-of-Experts: Pretraining Specialist Models via Parameters Averaging,"Pierre Ablin, Angelos Katharopoulos, Skyler Seto, David Grangier",ICML,2025,https://proceedings.mlr.press/v267/ablin25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ablin25a/ablin25a.pdf,Main proceedings,https://proceedings.mlr.press/v267/
ICML2025-0010,Parameters vs FLOPs: Scaling Laws for Optimal Sparsity for Mixture-of-Experts Language Models,"Samira Abnar, Harshay Shah, Dan Busbridge, Alaaeldin El-Nouby, Joshua M. Susskind, Vimal Thilak",ICML,2025,https://proceedings.mlr.press/v267/abnar25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/abnar25a/abnar25a.pdf,Main proceedings,https://proceedings.mlr.press/v267/
ICML2025-0011,Grokking in the Wild: Data Augmentation for Real-World Multi-Hop Reasoning with Transformers,"Roman Abramov, Felix Steinbauer, Gjergji Kasneci",ICML,2025,https://proceedings.mlr.press/v267/abramov25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/abramov25a/abramov25a.pdf,Main proceedings,https://proceedings.mlr.press/v267/
