id,title,authors,conference,year,official_page,pdf_link,matched_keywords,matched_axis,classification_reason
NeurIPS2025-0035,DERD-Net: Learning Depth from Event-based Ray Densities,"Diego de Oliveira Hitzges, Suman Ghosh, Guillermo Gallego",NeurIPS,2025,https://papers.nips.cc/paper_files/paper/2025/hash/019ef89617d539b15ed610ce8d1b76e1-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2025/hash/019ef89617d539b15ed610ce8d1b76e1-Paper-Conference.pdf,event cameras; event camera visual-event context; event cameras visual-event context; event-based with event-camera context,Event Camera axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-sensor evidence; no clear SNN evidence found.
NeurIPS2025-0215,Generalizing Single-Frame Supervision to Event-Level Understanding for Video Anomaly Detection,"Junxi Chen, Liang Li, Yunbin Tu, Li Su, Zhe Xue, Qingming Huang",NeurIPS,2025,https://papers.nips.cc/paper_files/paper/2025/hash/092a75a70fb3e822ee9f2efb6eefca7f-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2025/hash/092a75a70fb3e822ee9f2efb6eefca7f-Paper-Conference.pdf,event,Ambiguous,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not strictly confirm event-camera/DVS or SNN relevance.
NeurIPS2025-0321,Dense Metric Depth Estimation via Event-based Differential Focus Volume Prompting,"Boyu Li, Peiqi Duan, Zhaojun Huang, Xinyu Zhou, Yifei Xia, Boxin Shi",NeurIPS,2025,https://papers.nips.cc/paper_files/paper/2025/hash/0d9057d84a9fc37523bf826232ea6820-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2025/hash/0d9057d84a9fc37523bf826232ea6820-Paper-Conference.pdf,event; event-based,Ambiguous,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not strictly confirm event-camera/DVS or SNN relevance.
NeurIPS2025-0382,Spike-RetinexFormer: Rethinking Low-light Image Enhancement with Spiking Neural Networks,"Hongzhi Wang, Xiubo Liang, Jinxing Han, Weidong Geng",NeurIPS,2025,https://papers.nips.cc/paper_files/paper/2025/hash/10ba36411c4651fca95a1822fc83863d-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2025/hash/10ba36411c4651fca95a1822fc83863d-Paper-Conference.pdf,spiking neural networks; snns; spike-driven,SNN axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: C - Official abstract/page strictly confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
NeurIPS2025-0641,FLAME: Fast Long-context Adaptive Memory for Event-based Vision,"Biswadeep Chakraborty, Saibal Mukhopadhyay",NeurIPS,2025,https://papers.nips.cc/paper_files/paper/2025/hash/1b71649968436c64a765e469ab6b615c-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2025/hash/1b71649968436c64a765e469ab6b615c-Paper-Conference.pdf,event cameras; event camera data; event camera visual-event context; event stream with event-camera context; event-based vision with event-camera context; event-based with event-camera context; leaky integrate-and-fire; integrate-and-fire; lif,Both axes,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: A - Official abstract/page strictly confirms both event-camera/DVS/visual-event-sensor evidence and SNN/spiking neural computation.
NeurIPS2025-0965,Spike4DGS: Towards High-Speed Dynamic Scene Rendering with 4D Gaussian Splatting via a Spike Camera Array,"Qinghong Ye, Yiqian Chang, Jianing Li, Haoran Xu, Xuan Wang, Wei Zhang, Yonghong Tian, Peixi Peng",NeurIPS,2025,https://papers.nips.cc/paper_files/paper/2025/hash/2985b700b5187b252d2f863bf43fbe32-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2025/hash/2985b700b5187b252d2f863bf43fbe32-Paper-Conference.pdf,spike camera,Ambiguous,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: D - Official abstract/page mentions spike camera but not event camera/DVS or SNN.
NeurIPS2025-1015,Orthogonal Survival Learners for Estimating Heterogeneous Treatment Effects from Time-to-Event Data,"Dennis Frauen, Maresa Schröder, Konstantin Hess, Stefan Feuerriegel",NeurIPS,2025,https://papers.nips.cc/paper_files/paper/2025/hash/2b4bfa1cebe78d125fefd7ea6ffcfc6d-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2025/hash/2b4bfa1cebe78d125fefd7ea6ffcfc6d-Paper-Conference.pdf,event; event data,Ambiguous,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: E - Official abstract/page inspection did not strictly confirm event-camera/DVS or SNN relevance.
NeurIPS2025-1018,E-MoFlow: Learning Egomotion and Optical Flow from Event Data via Implicit Regularization,"Wenpu Li, Bangyan Liao, Yi Zhou, QiXu, Pian Wan, Peidong Liu",NeurIPS,2025,https://papers.nips.cc/paper_files/paper/2025/hash/2b7539f0892fdb0e096a2b718c6890f9-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2025/hash/2b7539f0892fdb0e096a2b718c6890f9-Paper-Conference.pdf,event cameras; event camera visual-event context; event cameras visual-event context,Event Camera axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-sensor evidence; no clear SNN evidence found.
NeurIPS2025-1061,Injecting Frame-Event Complementary Fusion into Diffusion for Optical Flow in Challenging Scenes,"Haonan Wang, Hanyu Zhou, Haoyue Liu, Luxin Yan",NeurIPS,2025,https://papers.nips.cc/paper_files/paper/2025/hash/2d7b46ab7623124c2705683dea36fbef-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2025/hash/2d7b46ab7623124c2705683dea36fbef-Paper-Conference.pdf,event cameras; event camera visual-event context; frame-event visual-event context,Event Camera axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-sensor evidence; no clear SNN evidence found.
NeurIPS2025-1126,Event-based HDR Structured Light,"Jiacheng Fu, Yue Li, Xin Dong, Wenming Weng, Yueyi Zhang, Zhiwei Xiong",NeurIPS,2025,https://papers.nips.cc/paper_files/paper/2025/hash/3056e3b2266c62ec11b110933db92284-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2025/hash/3056e3b2266c62ec11b110933db92284-Paper-Conference.pdf,event cameras; event camera visual-event context; event cameras visual-event context; event-based with event-camera context,Event Camera axis,Strict two-stage rescan: title keyword hit inspected via official abstract/page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-sensor evidence; no clear SNN evidence found.
