id,title,authors,conference,year,official_page,pdf_link,matched_keywords,matched_axis,classification_reason
ICML2024-0438,Robust Stable Spiking Neural Networks,"Jianhao Ding, Zhiyu Pan, Yujia Liu, Zhaofei Yu, Tiejun Huang",ICML,2024,https://proceedings.mlr.press/v235/ding24e.html,https://raw.githubusercontent.com/mlresearch/v235/main/assets/ding24e/ding24e.pdf,spiking neural networks; spiking,SNN axis,Strict two-stage screening: title hit inspected via official ICML paper page. Final screening: C - Official abstract/page strictly confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICML2024-0456,Spike Distance Function as a Learning Objective for Spike Prediction,"Kevin Doran, Marvin Seifert, Carola A. M. Yovanovich, Tom Baden",ICML,2024,https://proceedings.mlr.press/v235/doran24a.html,https://raw.githubusercontent.com/mlresearch/v235/main/assets/doran24a/doran24a.pdf,spike,Ambiguous,"Strict two-stage screening: title hit inspected via official ICML paper page. Final screening: D - Manual boundary check: biological neuronal spike-response prediction, not SNN/spiking-neural-network computation and not event-camera/DVS."
ICML2024-0786,High-Performance Temporal Reversible Spiking Neural Networks with $\mathcalO(L)$ Training Memory and $\mathcalO(1)$ Inference Cost,"Jiakui Hu, Man Yao, Xuerui Qiu, Yuhong Chou, Yuxuan Cai, Ning Qiao, Yonghong Tian, Bo Xu, Guoqi Li",ICML,2024,https://proceedings.mlr.press/v235/hu24q.html,https://raw.githubusercontent.com/mlresearch/v235/main/assets/hu24q/hu24q.pdf,spiking neural networks; spiking,SNN axis,Strict two-stage screening: title hit inspected via official ICML paper page. Final screening: C - Official abstract/page strictly confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICML2024-0803,CLIF: Complementary Leaky Integrate-and-Fire Neuron for Spiking Neural Networks,"Yulong Huang, Xiaopeng Lin, Hongwei Ren, Haotian Fu, Yue Zhou, Zunchang Liu, Biao Pan, Bojun Cheng",ICML,2024,https://proceedings.mlr.press/v235/huang24n.html,https://raw.githubusercontent.com/mlresearch/v235/main/assets/huang24n/huang24n.pdf,spiking neural networks; leaky integrate-and-fire; integrate-and-fire; spiking,SNN axis,Strict two-stage screening: title hit inspected via official ICML paper page. Final screening: C - Official abstract/page strictly confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICML2024-0819,"Triadic-OCD: Asynchronous Online Change Detection with Provable Robustness, Optimality, and Convergence","Yancheng Huang, Kai Yang, Zelin Zhu, Leian Chen",ICML,2024,https://proceedings.mlr.press/v235/huang24ad.html,https://raw.githubusercontent.com/mlresearch/v235/main/assets/huang24ad/huang24ad.pdf,asynchronous,Ambiguous,Strict two-stage screening: title hit inspected via official ICML paper page. Final screening: E - Official abstract/page does not confirm event-camera/DVS/visual-event-stream evidence or SNN/spiking neural computation.
ICML2024-0876,NDOT: Neuronal Dynamics-based Online Training for Spiking Neural Networks,"Haiyan Jiang, Giulia De Masi, Huan Xiong, Bin Gu",ICML,2024,https://proceedings.mlr.press/v235/jiang24a.html,https://raw.githubusercontent.com/mlresearch/v235/main/assets/jiang24a/jiang24a.pdf,spiking neural networks; spiking,SNN axis,Strict two-stage screening: title hit inspected via official ICML paper page. Final screening: C - Manual boundary check: generic SNN online-training method; event-camera evidence appears mainly as CIFAR10-DVS benchmark usage.
ICML2024-0917,EvTexture: Event-driven Texture Enhancement for Video Super-Resolution,"Dachun Kai, Jiayao Lu, Yueyi Zhang, Xiaoyan Sun",ICML,2024,https://proceedings.mlr.press/v235/kai24a.html,https://raw.githubusercontent.com/mlresearch/v235/main/assets/kai24a/kai24a.pdf,event; event-driven,Ambiguous,Strict two-stage screening: title hit inspected via official ICML paper page. Final screening: B - Official abstract/page strictly confirms event-camera/DVS/visual-event-stream evidence; no clear SNN evidence found.
ICML2024-1013,convSeq: Fast and Scalable Method for Detecting Patterns in Spike Data,"Roman Koshkin, Tomoki Fukai",ICML,2024,https://proceedings.mlr.press/v235/koshkin24a.html,https://raw.githubusercontent.com/mlresearch/v235/main/assets/koshkin24a/koshkin24a.pdf,spike,Ambiguous,Strict two-stage screening: title hit inspected via official ICML paper page. Final screening: E - Official abstract/page does not confirm event-camera/DVS/visual-event-stream evidence or SNN/spiking neural computation.
ICML2024-1168,Towards efficient deep spiking neural networks construction with spiking activity based pruning,"Yaxin Li, Qi Xu, Jiangrong Shen, Hongming Xu, Long Chen, Gang Pan",ICML,2024,https://proceedings.mlr.press/v235/li24bz.html,https://raw.githubusercontent.com/mlresearch/v235/main/assets/li24bz/li24bz.pdf,spiking neural networks; spiking,SNN axis,Strict two-stage screening: title hit inspected via official ICML paper page. Final screening: C - Official abstract/page strictly confirms SNN/spiking neural computation; no clear event-camera/DVS evidence found.
ICML2024-1213,Graph-enhanced Large Language Models in Asynchronous Plan Reasoning,"Fangru Lin, Emanuele La Malfa, Valentin Hofmann, Elle Michelle Yang, Anthony G. Cohn, Janet B. Pierrehumbert",ICML,2024,https://proceedings.mlr.press/v235/lin24k.html,https://raw.githubusercontent.com/mlresearch/v235/main/assets/lin24k/lin24k.pdf,asynchronous,Ambiguous,Strict two-stage screening: title hit inspected via official ICML paper page. Final screening: E - Official abstract/page does not confirm event-camera/DVS/visual-event-stream evidence or SNN/spiking neural computation.
